STATE/UT,DISTRICT,YEAR,RAPE
NAGALAND,KIPHIRE,2007,0
NAGALAND,KIPHIRE,2008,0
NAGALAND,KIPHIRE,2009,0
NAGALAND,KIPHIRE,2010,0
NAGALAND,KIPHIRE,2011,0
NAGALAND,KIPHIRE,2012,0
BIHAR,KISHANGANJ,2001,22
BIHAR,KISHANGANJ,2002,20
BIHAR,KISHANGANJ,2003,17
BIHAR,KISHANGANJ,2004,32
BIHAR,KISHANGANJ,2005,61
BIHAR,KISHANGANJ,2006,81
BIHAR,KISHANGANJ,2007,53
BIHAR,KISHANGANJ,2008,30
BIHAR,KISHANGANJ,2009,33
BIHAR,KISHANGANJ,2010,24
BIHAR,KISHANGANJ,2011,30
BIHAR,KISHANGANJ,2012,32
JAMMU & KASHMIR,KISHTWAR,2008,4
JAMMU & KASHMIR,KISHTWAR,2009,3
JAMMU & KASHMIR,KISHTWAR,2010,3
JAMMU & KASHMIR,KISHTWAR,2011,4
JAMMU & KASHMIR,KISHTWAR,2012,6
KARNATAKA,KODAGU,2001,4
KARNATAKA,KODAGU,2002,4
KARNATAKA,KODAGU,2003,11
KARNATAKA,KODAGU,2004,8
KARNATAKA,KODAGU,2005,10
KARNATAKA,KODAGU,2006,6
KARNATAKA,KODAGU,2007,4
KARNATAKA,KODAGU,2008,20
KARNATAKA,KODAGU,2009,14
KARNATAKA,KODAGU,2010,20
KARNATAKA,KODAGU,2011,16
KARNATAKA,KODAGU,2012,12
JHARKHAND,KODERMA,2001,2
JHARKHAND,KODERMA,2002,6
JHARKHAND,KODERMA,2003,0
JHARKHAND,KODERMA,2004,6
JHARKHAND,KODERMA,2005,12
JHARKHAND,KODERMA,2006,21
JHARKHAND,KODERMA,2007,15
JHARKHAND,KODERMA,2008,16
JHARKHAND,KODERMA,2009,6
JHARKHAND,KODERMA,2010,15
JHARKHAND,KODERMA,2011,7
JHARKHAND,KODERMA,2012,8
NAGALAND,KOHIMA,2001,6
NAGALAND,KOHIMA,2002,9
NAGALAND,KOHIMA,2003,5
NAGALAND,KOHIMA,2004,10
NAGALAND,KOHIMA,2005,5
NAGALAND,KOHIMA,2006,8
NAGALAND,KOHIMA,2007,4
NAGALAND,KOHIMA,2008,6
NAGALAND,KOHIMA,2009,6
NAGALAND,KOHIMA,2010,3
NAGALAND,KOHIMA,2011,0
NAGALAND,KOHIMA,2012,1
ASSAM,KOKRAJHAR,2001,14
ASSAM,KOKRAJHAR,2002,15
ASSAM,KOKRAJHAR,2003,22
ASSAM,KOKRAJHAR,2004,33
ASSAM,KOKRAJHAR,2005,36
ASSAM,KOKRAJHAR,2006,29
ASSAM,KOKRAJHAR,2007,42
ASSAM,KOKRAJHAR,2008,55
ASSAM,KOKRAJHAR,2009,44
ASSAM,KOKRAJHAR,2010,30
ASSAM,KOKRAJHAR,2011,52
ASSAM,KOKRAJHAR,2012,27
KARNATAKA,KOLAR,2001,17
KARNATAKA,KOLAR,2002,18
KARNATAKA,KOLAR,2003,14
KARNATAKA,KOLAR,2004,16
KARNATAKA,KOLAR,2005,20
KARNATAKA,KOLAR,2006,13
KARNATAKA,KOLAR,2007,19
KARNATAKA,KOLAR,2008,14
KARNATAKA,KOLAR,2009,10
KARNATAKA,KOLAR,2010,12
KARNATAKA,KOLAR,2011,17
KARNATAKA,KOLAR,2012,18
MIZORAM,KOLASIB,2001,6
MIZORAM,KOLASIB,2002,5
MIZORAM,KOLASIB,2003,5
MIZORAM,KOLASIB,2004,2
MIZORAM,KOLASIB,2005,2
MIZORAM,KOLASIB,2006,8
MIZORAM,KOLASIB,2007,12
MIZORAM,KOLASIB,2008,9
MIZORAM,KOLASIB,2009,7
MIZORAM,KOLASIB,2010,8
MIZORAM,KOLASIB,2011,7
MIZORAM,KOLASIB,2012,9
MAHARASHTRA,KOLHAPUR,2001,26
MAHARASHTRA,KOLHAPUR,2002,17
MAHARASHTRA,KOLHAPUR,2003,15
MAHARASHTRA,KOLHAPUR,2004,15
MAHARASHTRA,KOLHAPUR,2005,26
MAHARASHTRA,KOLHAPUR,2006,33
MAHARASHTRA,KOLHAPUR,2007,30
MAHARASHTRA,KOLHAPUR,2008,34
MAHARASHTRA,KOLHAPUR,2009,35
MAHARASHTRA,KOLHAPUR,2010,27
MAHARASHTRA,KOLHAPUR,2011,42
MAHARASHTRA,KOLHAPUR,2012,48
WEST BENGAL,KOLKATA,2001,19
WEST BENGAL,KOLKATA,2002,33
WEST BENGAL,KOLKATA,2003,36
WEST BENGAL,KOLKATA,2004,27
WEST BENGAL,KOLKATA,2005,13
WEST BENGAL,KOLKATA,2006,38
WEST BENGAL,KOLKATA,2007,44
WEST BENGAL,KOLKATA,2008,35
WEST BENGAL,KOLKATA,2009,42
WEST BENGAL,KOLKATA,2010,32
WEST BENGAL,KOLKATA,2011,46
WEST BENGAL,KOLKATA,2012,68
KERALA,KOLLAM,2001,55
KERALA,KOLLAM,2002,60
KERALA,KOLLAM,2003,53
KERALA,KOLLAM,2004,55
KERALA,KOLLAM,2005,47
KERALA,KOLLAM,2006,75
KERALA,KOLLAM,2007,46
KERALA,KOLLAM,2008,61
KERALA,KOLLAM,2009,51
KERALA,KOLLAM,2010,55
KERALA,KOLLAM COMMR.,2011,51
KERALA,KOLLAM COMMR.,2012,46
KERALA,KOLLAM RURAL,2011,46
KERALA,KOLLAM RURAL,2012,49
CHHATTISGARH,KONDAGAON,2012,11
KARNATAKA,KOPPAL,2001,6
KARNATAKA,KOPPAL,2002,6
KARNATAKA,KOPPAL,2003,12
KARNATAKA,KOPPAL,2004,8
KARNATAKA,KOPPAL,2005,8
KARNATAKA,KOPPAL,2006,6
KARNATAKA,KOPPAL,2007,6
KARNATAKA,KOPPAL,2008,6
KARNATAKA,KOPPAL,2009,14
KARNATAKA,KOPPAL,2010,10
KARNATAKA,KOPPAL,2011,13
KARNATAKA,KOPPAL,2012,7
ODISHA,KORAPUT,2001,38
ODISHA,KORAPUT,2002,30
ODISHA,KORAPUT,2003,38
ODISHA,KORAPUT,2004,40
ODISHA,KORAPUT,2005,45
ODISHA,KORAPUT,2006,57
ODISHA,KORAPUT,2007,41
ODISHA,KORAPUT,2008,47
ODISHA,KORAPUT,2009,41
ODISHA,KORAPUT,2010,41
ODISHA,KORAPUT,2011,53
ODISHA,KORAPUT,2012,73
CHHATTISGARH,KORBA,2001,46
CHHATTISGARH,KORBA,2002,38
CHHATTISGARH,KORBA,2003,37
CHHATTISGARH,KORBA,2004,34
CHHATTISGARH,KORBA,2005,27
CHHATTISGARH,KORBA,2006,40
CHHATTISGARH,KORBA,2007,31
CHHATTISGARH,KORBA,2008,31
CHHATTISGARH,KORBA,2009,35
CHHATTISGARH,KORBA,2010,32
CHHATTISGARH,KORBA,2011,39
CHHATTISGARH,KORBA,2012,43
CHHATTISGARH,KORIYA,2001,34
CHHATTISGARH,KORIYA,2002,58
CHHATTISGARH,KORIYA,2003,40
CHHATTISGARH,KORIYA,2004,50
CHHATTISGARH,KORIYA,2005,51
CHHATTISGARH,KORIYA,2006,51
CHHATTISGARH,KORIYA,2007,66
CHHATTISGARH,KORIYA,2008,54
CHHATTISGARH,KORIYA,2009,70
CHHATTISGARH,KORIYA,2010,58
CHHATTISGARH,KORIYA,2011,72
CHHATTISGARH,KORIYA,2012,42
RAJASTHAN,KOTA,2001,50
RAJASTHAN,KOTA,2002,37
RAJASTHAN,KOTA,2003,35
RAJASTHAN,KOTA,2004,42
RAJASTHAN,KOTA,2005,40
RAJASTHAN,KOTA CITY,2006,18
RAJASTHAN,KOTA CITY,2007,25
RAJASTHAN,KOTA CITY,2008,24
RAJASTHAN,KOTA CITY,2009,23
RAJASTHAN,KOTA CITY,2010,33
RAJASTHAN,KOTA CITY,2011,24
RAJASTHAN,KOTA CITY,2012,45
RAJASTHAN,KOTA RURAL,2006,19
RAJASTHAN,KOTA RURAL,2007,30
RAJASTHAN,KOTA RURAL,2008,34
RAJASTHAN,KOTA RURAL,2009,29
RAJASTHAN,KOTA RURAL,2010,36
RAJASTHAN,KOTA RURAL,2011,44
RAJASTHAN,KOTA RURAL,2012,42
KERALA,KOTTAYAM,2001,22
KERALA,KOTTAYAM,2002,28
KERALA,KOTTAYAM,2003,25
KERALA,KOTTAYAM,2004,28
KERALA,KOTTAYAM,2005,25
KERALA,KOTTAYAM,2006,30
KERALA,KOTTAYAM,2007,25
KERALA,KOTTAYAM,2008,31
KERALA,KOTTAYAM,2009,28
KERALA,KOTTAYAM,2010,46
KERALA,KOTTAYAM,2011,51
KERALA,KOTTAYAM,2012,55
KERALA,KOZHIKODE,2001,39
KERALA,KOZHIKODE,2002,53
KERALA,KOZHIKODE COMMR.,2003,10
KERALA,KOZHIKODE COMMR.,2004,13
KERALA,KOZHIKODE COMMR.,2005,13
KERALA,KOZHIKODE COMMR.,2006,19
KERALA,KOZHIKODE COMMR.,2007,15
KERALA,KOZHIKODE COMMR.,2008,15
KERALA,KOZHIKODE COMMR.,2009,18
KERALA,KOZHIKODE COMMR.,2010,16
KERALA,KOZHIKODE COMMR.,2011,14
KERALA,KOZHIKODE COMMR.,2012,36
KERALA,KOZHIKODE RURAL,2003,24
KERALA,KOZHIKODE RURAL,2004,30
KERALA,KOZHIKODE RURAL,2005,36
KERALA,KOZHIKODE RURAL,2006,40
KERALA,KOZHIKODE RURAL,2007,25
KERALA,KOZHIKODE RURAL,2008,39
KERALA,KOZHIKODE RURAL,2009,33
KERALA,KOZHIKODE RURAL,2010,35
KERALA,KOZHIKODE RURAL,2011,46
KERALA,KOZHIKODE RURAL,2012,42
ANDHRA PRADESH,KRISHNA,2001,37
ANDHRA PRADESH,KRISHNA,2002,41
ANDHRA PRADESH,KRISHNA,2003,45
ANDHRA PRADESH,KRISHNA,2004,33
ANDHRA PRADESH,KRISHNA,2005,27
ANDHRA PRADESH,KRISHNA,2006,36
ANDHRA PRADESH,KRISHNA,2007,27
ANDHRA PRADESH,KRISHNA,2008,38
ANDHRA PRADESH,KRISHNA,2009,43
ANDHRA PRADESH,KRISHNA,2010,54
ANDHRA PRADESH,KRISHNA,2011,80
ANDHRA PRADESH,KRISHNA,2012,67
TAMIL NADU,KRISHNAGIRI,2004,9
TAMIL NADU,KRISHNAGIRI,2005,10
TAMIL NADU,KRISHNAGIRI,2006,14
TAMIL NADU,KRISHNAGIRI,2007,11
TAMIL NADU,KRISHNAGIRI,2008,20
TAMIL NADU,KRISHNAGIRI,2009,15
TAMIL NADU,KRISHNAGIRI,2010,20
TAMIL NADU,KRISHNAGIRI,2011,12
TAMIL NADU,KRISHNAGIRI,2012,14
JAMMU & KASHMIR,KULGAM,2001,6
JAMMU & KASHMIR,KULGAM,2002,7
JAMMU & KASHMIR,KULGAM,2003,5
JAMMU & KASHMIR,KULGAM,2004,11
JAMMU & KASHMIR,KULGAM,2005,12
JAMMU & KASHMIR,KULGAM,2006,14
JAMMU & KASHMIR,KULGAM,2007,9
JAMMU & KASHMIR,KULGAM,2008,5
JAMMU & KASHMIR,KULGAM,2009,9
JAMMU & KASHMIR,KULGAM,2010,4
JAMMU & KASHMIR,KULGAM,2011,10
JAMMU & KASHMIR,KULGAM,2012,15
HIMACHAL PRADESH,KULLU,2001,13
HIMACHAL PRADESH,KULLU,2002,14
HIMACHAL PRADESH,KULLU,2003,16
HIMACHAL PRADESH,KULLU,2004,13
HIMACHAL PRADESH,KULLU,2005,19
HIMACHAL PRADESH,KULLU,2006,10
HIMACHAL PRADESH,KULLU,2007,22
HIMACHAL PRADESH,KULLU,2008,16
HIMACHAL PRADESH,KULLU,2009,24
HIMACHAL PRADESH,KULLU,2010,17
HIMACHAL PRADESH,KULLU,2011,20
HIMACHAL PRADESH,KULLU,2012,22
ARUNACHAL PRADESH,KUMEY,2003,0
ARUNACHAL PRADESH,KUMEY,2004,0
ARUNACHAL PRADESH,KUMEY,2005,1
ARUNACHAL PRADESH,KUMEY,2006,2
ARUNACHAL PRADESH,KUMEY,2007,1
ARUNACHAL PRADESH,KUMEY,2008,2
ARUNACHAL PRADESH,KUMEY,2009,5
ARUNACHAL PRADESH,KUMEY,2010,0
ARUNACHAL PRADESH,KUMEY,2011,4
ARUNACHAL PRADESH,KUMEY,2012,2
JAMMU & KASHMIR,KUPWARA,2001,6
JAMMU & KASHMIR,KUPWARA,2002,5
JAMMU & KASHMIR,KUPWARA,2003,5
JAMMU & KASHMIR,KUPWARA,2004,20
JAMMU & KASHMIR,KUPWARA,2005,11
JAMMU & KASHMIR,KUPWARA,2006,11
JAMMU & KASHMIR,KUPWARA,2007,4
JAMMU & KASHMIR,KUPWARA,2008,5
JAMMU & KASHMIR,KUPWARA,2009,6
JAMMU & KASHMIR,KUPWARA,2010,3
JAMMU & KASHMIR,KUPWARA,2011,11
JAMMU & KASHMIR,KUPWARA,2012,15
ANDHRA PRADESH,KURNOOL,2001,29
ANDHRA PRADESH,KURNOOL,2002,45
ANDHRA PRADESH,KURNOOL,2003,28
ANDHRA PRADESH,KURNOOL,2004,29
ANDHRA PRADESH,KURNOOL,2005,29
ANDHRA PRADESH,KURNOOL,2006,35
ANDHRA PRADESH,KURNOOL,2007,36
ANDHRA PRADESH,KURNOOL,2008,47
ANDHRA PRADESH,KURNOOL,2009,31
ANDHRA PRADESH,KURNOOL,2010,49
ANDHRA PRADESH,KURNOOL,2011,39
ANDHRA PRADESH,KURNOOL,2012,22
HARYANA,KURUKSHETRA,2001,31
HARYANA,KURUKSHETRA,2002,15
HARYANA,KURUKSHETRA,2003,23
HARYANA,KURUKSHETRA,2004,21
HARYANA,KURUKSHETRA,2005,24
HARYANA,KURUKSHETRA,2006,34
HARYANA,KURUKSHETRA,2007,21
HARYANA,KURUKSHETRA,2008,41
HARYANA,KURUKSHETRA,2009,43
HARYANA,KURUKSHETRA,2010,36
HARYANA,KURUKSHETRA,2011,29
HARYANA,KURUKSHETRA,2012,25
UTTAR PRADESH,KUSHI NAGAR,2001,7
UTTAR PRADESH,KUSHI NAGAR,2002,7
UTTAR PRADESH,KUSHI NAGAR,2003,5
UTTAR PRADESH,KUSHI NAGAR,2004,13
UTTAR PRADESH,KUSHI NAGAR,2005,6
UTTAR PRADESH,KUSHI NAGAR,2006,9
UTTAR PRADESH,KUSHI NAGAR,2007,9
UTTAR PRADESH,KUSHI NAGAR,2008,6
UTTAR PRADESH,KUSHI NAGAR,2009,9
UTTAR PRADESH,KUSHI NAGAR,2010,11
UTTAR PRADESH,KUSHI NAGAR,2011,13
UTTAR PRADESH,KUSHI NAGAR,2012,30
GUJARAT,KUTCH,2001,2
GUJARAT,KUTCH,2002,3
GUJARAT,KUTCH,2003,7
GUJARAT,KUTCH,2004,13
GUJARAT,KUTCH,2005,9
GUJARAT,KUTCH,2006,19
GUJARAT,KUTCH,2007,10
GUJARAT,KUTCH,2008,16
GUJARAT,KUTCH,2009,10
GUJARAT,KUTCH,2010,8
GUJARAT,KUTCH (EAST(G)),2011,8
GUJARAT,KUTCH (EAST(G)),2012,17
GUJARAT,KUTCH (WEST-BHUJ),2011,15
GUJARAT,KUTCH (WEST-BHUJ),2012,8
HIMACHAL PRADESH,LAHAUL-SPITI,2001,2
HIMACHAL PRADESH,LAHAUL-SPITI,2002,0
HIMACHAL PRADESH,LAHAUL-SPITI,2003,2
HIMACHAL PRADESH,LAHAUL-SPITI,2004,0
HIMACHAL PRADESH,LAHAUL-SPITI,2005,0
HIMACHAL PRADESH,LAHAUL-SPITI,2006,0
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1
HIMACHAL PRADESH,LAHAUL-SPITI,2008,1
HIMACHAL PRADESH,LAHAUL-SPITI,2009,1
HIMACHAL PRADESH,LAHAUL-SPITI,2010,0
HIMACHAL PRADESH,LAHAUL-SPITI,2011,1
HIMACHAL PRADESH,LAHAUL-SPITI,2012,2
ASSAM,LAKHIMPUR,2001,64
ASSAM,LAKHIMPUR,2002,69
ASSAM,LAKHIMPUR,2003,76
ASSAM,LAKHIMPUR,2004,56
ASSAM,LAKHIMPUR,2005,69
ASSAM,LAKHIMPUR,2006,79
ASSAM,LAKHIMPUR,2007,62
ASSAM,LAKHIMPUR,2008,52
ASSAM,LAKHIMPUR,2009,54
ASSAM,LAKHIMPUR,2010,39
ASSAM,LAKHIMPUR,2011,52
ASSAM,LAKHIMPUR,2012,62
BIHAR,LAKHISARAI,2001,10
BIHAR,LAKHISARAI,2002,2
BIHAR,LAKHISARAI,2003,7
BIHAR,LAKHISARAI,2004,13
BIHAR,LAKHISARAI,2005,3
BIHAR,LAKHISARAI,2006,12
BIHAR,LAKHISARAI,2007,31
BIHAR,LAKHISARAI,2008,35
BIHAR,LAKHISARAI,2009,15
BIHAR,LAKHISARAI,2010,10
BIHAR,LAKHISARAI,2011,5
BIHAR,LAKHISARAI,2012,13
LAKSHADWEEP,LAKSHADWEEP,2001,0
LAKSHADWEEP,LAKSHADWEEP,2002,1
LAKSHADWEEP,LAKSHADWEEP,2003,2
LAKSHADWEEP,LAKSHADWEEP,2004,0
LAKSHADWEEP,LAKSHADWEEP,2005,0
LAKSHADWEEP,LAKSHADWEEP,2006,0
LAKSHADWEEP,LAKSHADWEEP,2007,1
LAKSHADWEEP,LAKSHADWEEP,2008,2
LAKSHADWEEP,LAKSHADWEEP,2009,1
LAKSHADWEEP,LAKSHADWEEP,2010,0
LAKSHADWEEP,LAKSHADWEEP,2011,0
LAKSHADWEEP,LAKSHADWEEP,2012,0
UTTAR PRADESH,LALITPUR,2001,20
UTTAR PRADESH,LALITPUR,2002,10
UTTAR PRADESH,LALITPUR,2003,5
UTTAR PRADESH,LALITPUR,2004,4
UTTAR PRADESH,LALITPUR,2005,1
UTTAR PRADESH,LALITPUR,2006,7
UTTAR PRADESH,LALITPUR,2007,10
UTTAR PRADESH,LALITPUR,2008,16
UTTAR PRADESH,LALITPUR,2009,13
UTTAR PRADESH,LALITPUR,2010,7
UTTAR PRADESH,LALITPUR,2011,15
UTTAR PRADESH,LALITPUR,2012,14
JHARKHAND,LATEHAR,2001,12
JHARKHAND,LATEHAR,2002,12
JHARKHAND,LATEHAR,2003,10
JHARKHAND,LATEHAR,2004,12
JHARKHAND,LATEHAR,2005,12
JHARKHAND,LATEHAR,2006,12
JHARKHAND,LATEHAR,2007,10
JHARKHAND,LATEHAR,2008,11
JHARKHAND,LATEHAR,2009,13
JHARKHAND,LATEHAR,2010,16
JHARKHAND,LATEHAR,2011,27
JHARKHAND,LATEHAR,2012,15
MAHARASHTRA,LATUR,2001,7
MAHARASHTRA,LATUR,2002,4
MAHARASHTRA,LATUR,2003,21
MAHARASHTRA,LATUR,2004,22
MAHARASHTRA,LATUR,2005,24
MAHARASHTRA,LATUR,2006,15
MAHARASHTRA,LATUR,2007,17
MAHARASHTRA,LATUR,2008,22
MAHARASHTRA,LATUR,2009,33
MAHARASHTRA,LATUR,2010,28
MAHARASHTRA,LATUR,2011,17
MAHARASHTRA,LATUR,2012,21
MIZORAM,LAWNGTLAI,2001,2
MIZORAM,LAWNGTLAI,2002,2
MIZORAM,LAWNGTLAI,2003,1
MIZORAM,LAWNGTLAI,2004,1
MIZORAM,LAWNGTLAI,2005,2
MIZORAM,LAWNGTLAI,2006,1
MIZORAM,LAWNGTLAI,2007,3
MIZORAM,LAWNGTLAI,2008,8
MIZORAM,LAWNGTLAI,2009,5
MIZORAM,LAWNGTLAI,2010,6
MIZORAM,LAWNGTLAI,2011,2
MIZORAM,LAWNGTLAI,2012,7
JAMMU & KASHMIR,LEH,2001,0
JAMMU & KASHMIR,LEH,2002,3
JAMMU & KASHMIR,LEH,2003,3
JAMMU & KASHMIR,LEH,2004,3
JAMMU & KASHMIR,LEH,2005,5
JAMMU & KASHMIR,LEH,2006,3
JAMMU & KASHMIR,LEH,2007,2
JAMMU & KASHMIR,LEH,2008,6
JAMMU & KASHMIR,LEH,2009,2
JAMMU & KASHMIR,LEH,2010,2
JAMMU & KASHMIR,LEH,2011,3
JAMMU & KASHMIR,LEH,2012,3
JHARKHAND,LOHARDAGGA,2001,12
JHARKHAND,LOHARDAGGA,2002,14
JHARKHAND,LOHARDAGGA,2003,15
JHARKHAND,LOHARDAGGA,2004,14
JHARKHAND,LOHARDAGGA,2005,25
JHARKHAND,LOHARDAGGA,2006,21
JHARKHAND,LOHARDAGGA,2007,32
JHARKHAND,LOHARDAGGA,2008,16
JHARKHAND,LOHARDAGGA,2009,20
JHARKHAND,LOHARDAGGA,2010,39
JHARKHAND,LOHARDAGGA,2011,30
JHARKHAND,LOHARDAGGA,2012,23
ARUNACHAL PRADESH,LOHIT,2001,2
ARUNACHAL PRADESH,LOHIT,2002,3
ARUNACHAL PRADESH,LOHIT,2003,1
ARUNACHAL PRADESH,LOHIT,2004,5
ARUNACHAL PRADESH,LOHIT,2005,3
ARUNACHAL PRADESH,LOHIT,2006,3
ARUNACHAL PRADESH,LOHIT,2007,5
ARUNACHAL PRADESH,LOHIT,2008,3
ARUNACHAL PRADESH,LOHIT,2009,8
ARUNACHAL PRADESH,LOHIT,2010,9
ARUNACHAL PRADESH,LOHIT,2011,5
ARUNACHAL PRADESH,LOHIT,2012,3
NAGALAND,LONGLENG,2007,0
NAGALAND,LONGLENG,2008,0
NAGALAND,LONGLENG,2009,0
NAGALAND,LONGLENG,2010,0
NAGALAND,LONGLENG,2011,1
NAGALAND,LONGLENG,2012,0
UTTAR PRADESH,LUCKNOW,2001,62
UTTAR PRADESH,LUCKNOW,2002,43
UTTAR PRADESH,LUCKNOW,2003,38
UTTAR PRADESH,LUCKNOW,2004,46
UTTAR PRADESH,LUCKNOW,2005,51
UTTAR PRADESH,LUCKNOW,2006,51
UTTAR PRADESH,LUCKNOW,2007,82
UTTAR PRADESH,LUCKNOW,2008,82
UTTAR PRADESH,LUCKNOW,2009,56
UTTAR PRADESH,LUCKNOW,2010,75
UTTAR PRADESH,LUCKNOW,2011,55
UTTAR PRADESH,LUCKNOW,2012,48
PUNJAB,LUDHIANA,2001,38
PUNJAB,LUDHIANA,2002,40
PUNJAB,LUDHIANA,2003,38
PUNJAB,LUDHIANA,2004,48
PUNJAB,LUDHIANA,2005,42
PUNJAB,LUDHIANA,2006,41
PUNJAB,LUDHIANA,2007,58
PUNJAB,LUDHIANA,2008,46
PUNJAB,LUDHIANA,2009,39
PUNJAB,LUDHIANA,2011,8
PUNJAB,LUDHIANA RURAL,2008,14
PUNJAB,LUDHIANA RURAL,2009,13
PUNJAB,LUDHIANA RURAL,2010,11
PUNJAB,LUDHIANA RURAL,2012,11
MIZORAM,LUNGLEI,2001,3
MIZORAM,LUNGLEI,2002,11
MIZORAM,LUNGLEI,2003,6
MIZORAM,LUNGLEI,2004,2
MIZORAM,LUNGLEI,2005,6
MIZORAM,LUNGLEI,2006,9
MIZORAM,LUNGLEI,2007,9
MIZORAM,LUNGLEI,2008,8
MIZORAM,LUNGLEI,2009,12
MIZORAM,LUNGLEI,2010,9
MIZORAM,LUNGLEI,2011,13
MIZORAM,LUNGLEI,2012,16
BIHAR,MADHEPURA,2001,11
BIHAR,MADHEPURA,2002,10
BIHAR,MADHEPURA,2003,8
BIHAR,MADHEPURA,2004,11
BIHAR,MADHEPURA,2005,15
BIHAR,MADHEPURA,2006,10
BIHAR,MADHEPURA,2007,32
BIHAR,MADHEPURA,2008,16
BIHAR,MADHEPURA,2009,11
BIHAR,MADHEPURA,2010,11
BIHAR,MADHEPURA,2011,8
BIHAR,MADHEPURA,2012,31
BIHAR,MADHUBANI,2001,13
BIHAR,MADHUBANI,2002,31
BIHAR,MADHUBANI,2003,38
BIHAR,MADHUBANI,2004,61
BIHAR,MADHUBANI,2005,42
BIHAR,MADHUBANI,2006,58
BIHAR,MADHUBANI,2007,47
BIHAR,MADHUBANI,2008,24
BIHAR,MADHUBANI,2009,19
BIHAR,MADHUBANI,2010,30
BIHAR,MADHUBANI,2011,44
BIHAR,MADHUBANI,2012,31
TAMIL NADU,MADURAI RURAL,2001,13
TAMIL NADU,MADURAI RURAL,2002,15
TAMIL NADU,MADURAI RURAL,2003,22
TAMIL NADU,MADURAI RURAL,2004,29
TAMIL NADU,MADURAI RURAL,2005,24
TAMIL NADU,MADURAI RURAL,2006,28
TAMIL NADU,MADURAI RURAL,2007,9
TAMIL NADU,MADURAI RURAL,2008,18
TAMIL NADU,MADURAI RURAL,2009,18
TAMIL NADU,MADURAI RURAL,2010,17
TAMIL NADU,MADURAI RURAL,2011,21
TAMIL NADU,MADURAI RURAL,2012,30
TAMIL NADU,MADURAI URBAN,2001,2
TAMIL NADU,MADURAI URBAN,2002,7
TAMIL NADU,MADURAI URBAN,2003,7
TAMIL NADU,MADURAI URBAN,2004,8
TAMIL NADU,MADURAI URBAN,2005,5
TAMIL NADU,MADURAI URBAN,2006,9
TAMIL NADU,MADURAI URBAN,2007,4
TAMIL NADU,MADURAI URBAN,2008,4
TAMIL NADU,MADURAI URBAN,2009,3
TAMIL NADU,MADURAI URBAN,2010,3
TAMIL NADU,MADURAI URBAN,2011,7
TAMIL NADU,MADURAI URBAN,2012,11
ANDHRA PRADESH,MAHABOOBNAGAR,2001,59
ANDHRA PRADESH,MAHABOOBNAGAR,2002,85
ANDHRA PRADESH,MAHABOOBNAGAR,2003,69
ANDHRA PRADESH,MAHABOOBNAGAR,2004,56
ANDHRA PRADESH,MAHABOOBNAGAR,2005,62
ANDHRA PRADESH,MAHABOOBNAGAR,2006,67
ANDHRA PRADESH,MAHABOOBNAGAR,2007,87
ANDHRA PRADESH,MAHABOOBNAGAR,2008,72
ANDHRA PRADESH,MAHABOOBNAGAR,2009,74
ANDHRA PRADESH,MAHABOOBNAGAR,2010,89
ANDHRA PRADESH,MAHABOOBNAGAR,2011,88
ANDHRA PRADESH,MAHABOOBNAGAR,2012,56
UTTAR PRADESH,MAHARAJGANJ,2001,13
UTTAR PRADESH,MAHARAJGANJ,2002,13
UTTAR PRADESH,MAHARAJGANJ,2003,4
UTTAR PRADESH,MAHARAJGANJ,2004,8
UTTAR PRADESH,MAHARAJGANJ,2005,9
UTTAR PRADESH,MAHARAJGANJ,2006,21
UTTAR PRADESH,MAHARAJGANJ,2007,23
UTTAR PRADESH,MAHARAJGANJ,2008,17
UTTAR PRADESH,MAHARAJGANJ,2009,17
UTTAR PRADESH,MAHARAJGANJ,2010,16
UTTAR PRADESH,MAHARAJGANJ,2011,18
UTTAR PRADESH,MAHARAJGANJ,2012,34
CHHATTISGARH,MAHASAMUND,2001,43
CHHATTISGARH,MAHASAMUND,2002,33
CHHATTISGARH,MAHASAMUND,2003,30
CHHATTISGARH,MAHASAMUND,2004,35
CHHATTISGARH,MAHASAMUND,2005,25
CHHATTISGARH,MAHASAMUND,2006,32
CHHATTISGARH,MAHASAMUND,2007,25
CHHATTISGARH,MAHASAMUND,2008,24
CHHATTISGARH,MAHASAMUND,2009,28
CHHATTISGARH,MAHASAMUND,2010,26
CHHATTISGARH,MAHASAMUND,2011,30
CHHATTISGARH,MAHASAMUND,2012,28
HARYANA,MAHENDRAGARH,2001,11
HARYANA,MAHENDRAGARH,2002,16
HARYANA,MAHENDRAGARH,2003,10
HARYANA,MAHENDRAGARH,2004,20
HARYANA,MAHENDRAGARH,2005,15
HARYANA,MAHENDRAGARH,2006,17
HARYANA,MAHENDRAGARH,2007,10
HARYANA,MAHENDRAGARH,2008,21
HARYANA,MAHENDRAGARH,2009,10
HARYANA,MAHENDRAGARH,2010,28
HARYANA,MAHENDRAGARH,2011,26
HARYANA,MAHENDRAGARH,2012,14
UTTAR PRADESH,MAHOBA,2001,12
UTTAR PRADESH,MAHOBA,2002,5
UTTAR PRADESH,MAHOBA,2003,2
UTTAR PRADESH,MAHOBA,2004,6
UTTAR PRADESH,MAHOBA,2005,4
UTTAR PRADESH,MAHOBA,2006,3
UTTAR PRADESH,MAHOBA,2007,10
