STATE/UT,DISTRICT,YEAR,MURDER,RAPE,THEFT
WEST BENGAL,PURULIA,2002,41,15,230
WEST BENGAL,SEALDAH G.R.P.,2002,22,0,246
WEST BENGAL,SILIGURI G.R.P.,2002,4,0,89
WEST BENGAL,UTTAR DINAJPUR,2002,38,20,232
WEST BENGAL,TOTAL,2002,1444,759,12449
A & N ISLANDS,ANDAMAN,2002,14,1,46
A & N ISLANDS,NICOBAR,2002,3,1,3
A & N ISLANDS,TOTAL,2002,17,2,49
CHANDIGARH,CHANDIGARH,2002,31,18,1647
CHANDIGARH,TOTAL,2002,31,18,1647
D & N HAVELI,D and N HAVELI,2002,11,4,75
D & N HAVELI,TOTAL,2002,11,4,75
DAMAN & DIU,DAMAN,2002,7,0,46
DAMAN & DIU,DIU,2002,1,0,10
DAMAN & DIU,TOTAL,2002,8,0,56
DELHI UT,CENTRAL,2002,23,22,1356
DELHI UT,DELHI UT TOTAL,2002,531,403,16625
DELHI UT,EAST,2002,50,10,1440
DELHI UT,G.R.P.(RLY),2002,2,0,1280
DELHI UT,I.G.I. AIRPORT,2002,4,0,52
DELHI UT,NEW DELHI,2002,6,8,1149
DELHI UT,NORTH,2002,40,27,1183
DELHI UT,NORTH EAST,2002,66,39,878
DELHI UT,NORTH WEST,2002,135,120,2290
DELHI UT,S.T.F.,2002,0,0,0
DELHI UT,SOUTH,2002,80,65,3541
DELHI UT,SOUTH WEST,2002,52,68,1531
DELHI UT,SPL CELL,2002,0,0,0
DELHI UT,WEST,2002,73,44,1925
LAKSHADWEEP,LAKSHADWEEP,2002,0,1,12
LAKSHADWEEP,TOTAL,2002,0,1,12
PUDUCHERRY,PONDICHERRY,2002,29,6,526
PUDUCHERRY,TOTAL,2002,29,6,526
ANDHRA PRADESH,ADILABAD,2003,107,35,284
ANDHRA PRADESH,ANANTAPUR,2003,173,19,358
ANDHRA PRADESH,CHITTOOR,2003,109,36,901
ANDHRA PRADESH,CUDDAPAH,2003,95,10,199
ANDHRA PRADESH,CYBERABAD,2003,155,31,1489
ANDHRA PRADESH,EAST GODAVARI,2003,73,18,1162
ANDHRA PRADESH,GUNTAKAL RLY.,2003,4,1,209
ANDHRA PRADESH,GUNTUR,2003,210,46,1173
ANDHRA PRADESH,HYDERABAD CITY,2003,124,57,6574
ANDHRA PRADESH,KARIMNAGAR,2003,153,88,460
ANDHRA PRADESH,KHAMMAM,2003,89,45,364
ANDHRA PRADESH,KRISHNA,2003,66,45,601
ANDHRA PRADESH,KURNOOL,2003,125,28,262
ANDHRA PRADESH,MAHABOOBNAGAR,2003,191,69,452
ANDHRA PRADESH,MEDAK,2003,124,30,502
ANDHRA PRADESH,NALGONDA,2003,142,62,354
ANDHRA PRADESH,NELLORE,2003,80,27,569
ANDHRA PRADESH,NIZAMABAD,2003,90,29,332
ANDHRA PRADESH,PRAKASHAM,2003,94,22,346
ANDHRA PRADESH,RANGA REDDY,2003,65,14,134
ANDHRA PRADESH,SECUNDERABAD RLY.,2003,10,0,413
ANDHRA PRADESH,SRIKAKULAM,2003,39,9,167
ANDHRA PRADESH,VIJAYAWADA,2003,34,27,3417
ANDHRA PRADESH,VIJAYAWADA RLY.,2003,0,0,360
ANDHRA PRADESH,VISAKHA RURAL,2003,61,15,194
ANDHRA PRADESH,VISAKHAPATNAM,2003,19,9,532
ANDHRA PRADESH,VIZIANAGARAM,2003,30,6,134
ANDHRA PRADESH,WARANGAL,2003,128,61,452
ANDHRA PRADESH,WEST GODAVARI,2003,77,107,1014
ANDHRA PRADESH,TOTAL,2003,2667,946,23408
ARUNACHAL PRADESH,CHANGLANG,2003,10,4,19
ARUNACHAL PRADESH,DIBANG VALLEY,2003,1,2,13
ARUNACHAL PRADESH,K/KUMEY,2003,4,0,1
ARUNACHAL PRADESH,KAMENG EAST,2003,4,0,11
ARUNACHAL PRADESH,KAMENG WEST,2003,7,1,11
ARUNACHAL PRADESH,LOHIT,2003,16,1,25
ARUNACHAL PRADESH,PAPUM PARE,2003,9,3,110
ARUNACHAL PRADESH,SIANG EAST,2003,6,9,46
ARUNACHAL PRADESH,SIANG UPPER,2003,4,1,16
ARUNACHAL PRADESH,SIANG WEST,2003,5,5,50
ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,3,3,17
ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,4,1,11
ARUNACHAL PRADESH,TAWANG,2003,0,0,14
ARUNACHAL PRADESH,TIRAP,2003,2,1,25
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,2,0,1
ARUNACHAL PRADESH,TOTAL,2003,77,31,370
ASSAM,BARPETA,2003,46,61,121
ASSAM,BONGAIGAON,2003,27,27,93
ASSAM,C.I.D.,2003,0,0,0
ASSAM,CACHAR,2003,68,70,398
ASSAM,DARRANG,2003,73,53,202
ASSAM,DHEMAJI,2003,20,43,94
ASSAM,DHUBRI,2003,64,68,109
ASSAM,DIBRUGARH,2003,107,38,298
ASSAM,G.R.P.,2003,4,0,55
ASSAM,GOALPARA,2003,30,60,159
ASSAM,GOLAGHAT,2003,55,67,296
ASSAM,GUWAHATI CITY,2003,50,38,1157
ASSAM,HAILAKANDI,2003,25,27,80
ASSAM,JORHAT,2003,46,40,189
ASSAM,KAMRUP,2003,24,48,190
ASSAM,KARBI ANGLONG,2003,67,16,113
ASSAM,KARIMGANJ,2003,31,29,104
ASSAM,KOKRAJHAR,2003,46,22,75
ASSAM,LAKHIMPUR,2003,31,76,271
ASSAM,MORIGAON,2003,14,35,80
ASSAM,N.C.HILLS,2003,19,0,40
ASSAM,NAGAON,2003,75,105,440
ASSAM,NALBARI,2003,35,33,130
ASSAM,R.P.O.,2003,2,5,2
ASSAM,SIBSAGAR,2003,55,38,268
ASSAM,SONITPUR,2003,98,64,362
ASSAM,TINSUKIA,2003,79,32,199
ASSAM,TOTAL,2003,1191,1095,5525
BIHAR,ARARIA,2003,49,38,181
BIHAR,ARWAL,2003,30,3,36
BIHAR,AURANGABAD,2003,84,18,127
BIHAR,BAGAHA,2003,30,21,90
BIHAR,BANKA,2003,89,19,89
BIHAR,BEGUSARAI,2003,145,19,291
BIHAR,BETTIAH,2003,72,27,191
BIHAR,BHABHUA,2003,76,11,166
BIHAR,BHAGALPUR,2003,97,45,336
BIHAR,BHOJPUR,2003,125,12,240
BIHAR,BUXAR,2003,61,12,199
BIHAR,DARBHANGA,2003,68,77,198
BIHAR,GAYA,2003,230,27,374
BIHAR,GOPALGANJ,2003,65,12,89
BIHAR,JAMALPUR RLY.,2003,9,1,137
BIHAR,JAMUI,2003,64,24,81
BIHAR,JEHANABAD,2003,64,9,146
BIHAR,KATIHAR,2003,78,92,229
BIHAR,KATIHAR RLY.,2003,7,0,257
BIHAR,KHAGARIA,2003,62,16,80
BIHAR,KISHANGANJ,2003,27,17,96
BIHAR,LAKHISARAI,2003,56,7,56
BIHAR,MADHEPURA,2003,62,8,58
BIHAR,MADHUBANI,2003,78,38,184
BIHAR,MOTIHARI,2003,113,39,295
BIHAR,MUNGER,2003,80,7,148
BIHAR,MUZAFFARPUR,2003,120,59,659
BIHAR,MUZAFFARPUR RLY.,2003,19,3,324
BIHAR,NALANDA,2003,171,21,181
BIHAR,NAUGACHIA,2003,47,12,48
BIHAR,NAWADAH,2003,88,13,79
BIHAR,PATNA,2003,484,34,1654
BIHAR,PATNA RLY.,2003,24,2,763
BIHAR,PURNEA,2003,99,50,231
BIHAR,ROHTAS,2003,157,15,302
BIHAR,SAHARSA,2003,47,11,86
BIHAR,SAMASTIPUR,2003,136,20,371
BIHAR,SARAN,2003,115,32,256
BIHAR,SHEIKHPURA,2003,36,5,40
BIHAR,SHEOHAR,2003,12,8,16
BIHAR,SITAMARHI,2003,51,37,183
BIHAR,SIWAN,2003,86,13,155
BIHAR,SUPAUL,2003,40,22,64
BIHAR,VAISHALI,2003,118,29,338
BIHAR,TOTAL,2003,3771,985,10124
CHHATTISGARH,BALRAMPUR,2003,22,24,34
CHHATTISGARH,BILASPUR,2003,95,49,679
CHHATTISGARH,BIZAPUR,2003,23,8,12
CHHATTISGARH,DANTEWARA,2003,44,12,29
CHHATTISGARH,DHAMTARI,2003,14,32,118
CHHATTISGARH,DURG,2003,58,117,731
CHHATTISGARH,GRP RAIPUR,2003,1,1,198
CHHATTISGARH,JAGDALPUR,2003,51,71,108
CHHATTISGARH,JANJGIR,2003,30,47,175
CHHATTISGARH,JASHPUR,2003,40,33,49
CHHATTISGARH,KABIRDHAM,2003,12,24,59
CHHATTISGARH,KANKER,2003,34,29,38
CHHATTISGARH,KORBA,2003,32,37,305
CHHATTISGARH,KORIYA,2003,41,40,99
CHHATTISGARH,MAHASAMUND,2003,21,30,123
CHHATTISGARH,NARAYANPUR,2003,11,3,10
CHHATTISGARH,RAIGARH,2003,46,36,239
CHHATTISGARH,RAIPUR,2003,77,126,798
CHHATTISGARH,RAJNANDGAON,2003,36,60,150
CHHATTISGARH,SARGUJA,2003,88,119,216
CHHATTISGARH,TOTAL,2003,776,898,4170
GOA,NORTH GOA,2003,22,22,273
GOA,SOUTH GOA,2003,12,9,191
GOA,TOTAL,2003,34,31,464
GUJARAT,AHMEDABAD COMMR.,2003,90,18,5377
GUJARAT,AHMEDABAD RURAL,2003,38,3,249
GUJARAT,AHWA-DANG,2003,6,0,5
GUJARAT,AMRELI,2003,19,6,164
GUJARAT,ANAND,2003,28,5,432
GUJARAT,BHARUCH,2003,43,5,470
GUJARAT,BHAVNAGAR,2003,57,5,611
GUJARAT,DAHOD,2003,43,0,122
GUJARAT,GANDHINAGAR,2003,23,0,617
GUJARAT,HIMATNAGAR,2003,42,6,331
GUJARAT,JAMNAGAR,2003,34,10,388
GUJARAT,JUNAGADH,2003,52,13,628
GUJARAT,KHEDA NORTH,2003,46,11,366
GUJARAT,KUTCH,2003,30,7,285
GUJARAT,MEHSANA,2003,37,7,699
GUJARAT,NARMADA,2003,13,4,32
GUJARAT,NAVSARI,2003,26,2,138
GUJARAT,PALANPUR,2003,38,20,331
GUJARAT,PANCHMAHAL,2003,45,11,337
GUJARAT,PATAN,2003,17,2,232
GUJARAT,PORBANDAR,2003,8,1,78
GUJARAT,RAJKOT COMMR.,2003,37,5,1525
GUJARAT,RAJKOT RURAL,2003,38,14,457
GUJARAT,SURAT COMMR.,2003,75,25,1749
GUJARAT,SURAT RURAL,2003,52,11,203
GUJARAT,SURENDRANAGAR,2003,25,16,288
GUJARAT,VADODARA COMMR.,2003,38,8,1385
GUJARAT,VADODARA RURAL,2003,74,14,258
GUJARAT,VALSAD,2003,31,5,369
GUJARAT,W.RLY,2003,9,2,1178
GUJARAT,TOTAL,2003,1114,236,19304
HARYANA,AMBALA,2003,26,10,208
HARYANA,BHIWANI,2003,47,15,190
HARYANA,FARIDABAD,2003,57,36,701
HARYANA,FATEHABAD,2003,18,7,88
HARYANA,GRP,2003,19,1,149
HARYANA,GURGAON,2003,62,32,817
HARYANA,HISSAR,2003,50,16,360
HARYANA,JHAJJAR,2003,39,9,135
HARYANA,JIND,2003,33,17,127
HARYANA,KAITHAL,2003,18,15,188
HARYANA,KARNAL,2003,41,27,380
HARYANA,KURUKSHETRA,2003,30,23,361
HARYANA,MAHENDRAGARH,2003,16,10,108
HARYANA,PANCHKULA,2003,11,12,199
HARYANA,PANIPAT,2003,47,38,409
HARYANA,REWARI,2003,16,11,165
HARYANA,ROHTAK,2003,50,25,339
HARYANA,SIRSA,2003,38,22,209
HARYANA,SONIPAT,2003,62,15,271
HARYANA,YAMUNANAGAR,2003,22,12,187
HARYANA,TOTAL,2003,702,353,5591
HIMACHAL PRADESH,BILASPUR,2003,8,13,51
HIMACHAL PRADESH,CHAMBA,2003,6,10,34
HIMACHAL PRADESH,G.R.P.,2003,0,0,0
HIMACHAL PRADESH,HAMIRPUR,2003,4,6,25
HIMACHAL PRADESH,KANGRA,2003,38,8,70
HIMACHAL PRADESH,KINNAUR,2003,3,6,16
HIMACHAL PRADESH,KULLU,2003,14,16,29
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,2,1
HIMACHAL PRADESH,MANDI,2003,10,23,63
HIMACHAL PRADESH,SHIMLA,2003,18,21,152
HIMACHAL PRADESH,SIRMAUR,2003,6,8,38
HIMACHAL PRADESH,SOLAN,2003,13,11,88
HIMACHAL PRADESH,UNA,2003,5,2,60
HIMACHAL PRADESH,TOTAL,2003,125,126,627
JAMMU & KASHMIR,ANANTNAG,2003,77,9,105
JAMMU & KASHMIR,AWANTIPORA,2003,8,2,23
JAMMU & KASHMIR,BARAMULLA,2003,95,18,208
JAMMU & KASHMIR,BORDER,2003,8,9,32
JAMMU & KASHMIR,BUDGAM,2003,48,11,119
JAMMU & KASHMIR,CRIME JAMMU,2003,1,0,0
JAMMU & KASHMIR,CRIME SRINAGAR,2003,1,0,0
JAMMU & KASHMIR,DODA,2003,87,6,23
JAMMU & KASHMIR,GANDERBAL,2003,15,8,53
JAMMU & KASHMIR,HANDWARA,2003,39,2,29
JAMMU & KASHMIR,JAMMU,2003,34,20,363
JAMMU & KASHMIR,KARGIL,2003,0,1,4
JAMMU & KASHMIR,KATHUA,2003,16,13,46
JAMMU & KASHMIR,KULGAM,2003,43,5,29
JAMMU & KASHMIR,KUPWARA,2003,38,5,42
JAMMU & KASHMIR,LEH,2003,0,3,3
JAMMU & KASHMIR,POONCH,2003,111,12,61
JAMMU & KASHMIR,PULWAMA,2003,70,10,124
JAMMU & KASHMIR,RAILWAYS,2003,0,1,14
JAMMU & KASHMIR,RAJOURI,2003,86,28,46
JAMMU & KASHMIR,RAMBAN,2003,53,10,16
JAMMU & KASHMIR,REASI,2003,33,8,10
JAMMU & KASHMIR,SRINAGAR,2003,56,23,513
JAMMU & KASHMIR,UDHAMPUR,2003,10,7,86
JAMMU & KASHMIR,TOTAL,2003,929,211,1949
JHARKHAND,BOKARO,2003,58,48,425
JHARKHAND,CHAIBASA,2003,129,38,98
JHARKHAND,CHATRA,2003,35,14,80
JHARKHAND,DEOGHAR,2003,55,53,107
JHARKHAND,DHANBAD,2003,92,43,573
JHARKHAND,DHANBAD RLY.,2003,9,0,120
JHARKHAND,DUMKA,2003,57,49,76
JHARKHAND,GARHWA,2003,32,23,67
JHARKHAND,GIRIDIH,2003,65,35,236
JHARKHAND,GODDA,2003,31,76,129
JHARKHAND,GUMLA,2003,131,31,56
JHARKHAND,HAZARIBAGH,2003,81,40,406
JHARKHAND,JAMSHEDPUR,2003,49,28,436
JHARKHAND,JAMSHEDPUR RLY.,2003,6,2,84
JHARKHAND,JAMTARA,2003,17,35,42
JHARKHAND,KODERMA,2003,30,0,35
JHARKHAND,LATEHAR,2003,43,10,42
JHARKHAND,LOHARDAGGA,2003,44,15,28
JHARKHAND,PAKUR,2003,27,31,45
JHARKHAND,PALAMU,2003,70,13,67
JHARKHAND,RANCHI,2003,250,55,740
JHARKHAND,SAHEBGANJ,2003,61,23,69
JHARKHAND,SARAIKELA,2003,60,31,162
JHARKHAND,SIMDEGA,2003,50,19,32
JHARKHAND,TOTAL,2003,1482,712,4155
KARNATAKA,BAGALKOT,2003,50,12,112
KARNATAKA,BANGALORE COMMR.,2003,216,34,7123
KARNATAKA,BANGALORE RURAL,2003,128,27,864
KARNATAKA,BELGAUM,2003,107,11,298
KARNATAKA,BELLARY,2003,48,14,265
KARNATAKA,BIDAR,2003,37,6,226
KARNATAKA,BIJAPUR,2003,55,9,115
KARNATAKA,CHAMARAJNAGAR,2003,25,3,121
KARNATAKA,CHICKMAGALUR,2003,28,12,308
KARNATAKA,CHITRADURGA,2003,42,19,185
KARNATAKA,DAKSHIN KANNADA,2003,35,3,220
KARNATAKA,DAVANAGERE,2003,28,16,329
KARNATAKA,DHARWAD COMMR.,2003,23,3,288
KARNATAKA,DHARWAD RURAL,2003,28,5,60
KARNATAKA,GADAG,2003,16,1,62
KARNATAKA,GULBARGA,2003,88,14,190
KARNATAKA,HASSAN,2003,53,16,348
KARNATAKA,HAVERI,2003,25,3,113
KARNATAKA,K.G.F.,2003,12,5,123
KARNATAKA,KODAGU,2003,32,11,69
KARNATAKA,KOLAR,2003,65,14,357
KARNATAKA,KOPPAL,2003,24,12,68
KARNATAKA,MANDYA,2003,57,13,305
KARNATAKA,MYSORE COMMR.,2003,26,8,324
KARNATAKA,MYSORE RURAL,2003,40,4,191
KARNATAKA,RAICHUR,2003,37,12,124
KARNATAKA,RAILWAYS,2003,13,0,538
KARNATAKA,SHIMOGA,2003,51,15,266
KARNATAKA,TUMKUR,2003,79,14,396
KARNATAKA,UDUPI,2003,15,5,107
KARNATAKA,UTTAR KANNADA,2003,23,0,85
KARNATAKA,TOTAL,2003,1506,321,14180
KERALA,ALAPUZHA,2003,23,10,170
KERALA,CBCID,2003,18,1,10
KERALA,ERNAKULAM COMMR.,2003,21,11,486
KERALA,ERNAKULAM RURAL,2003,25,22,323
KERALA,IDUKKI,2003,28,14,167
KERALA,KANNUR,2003,12,13,164
KERALA,KASARGOD,2003,24,15,169
KERALA,KOLLAM,2003,36,53,329
KERALA,KOTTAYAM,2003,19,25,327
KERALA,KOZHIKODE COMMR.,2003,14,10,335
KERALA,KOZHIKODE RURAL,2003,8,24,154
KERALA,MALAPPURAM,2003,18,42,265
KERALA,PALAKKAD,2003,52,47,262
KERALA,PATHANAMTHITTA,2003,27,13,144
KERALA,RAILWAYS,2003,3,0,157
KERALA,THRISSUR,2003,39,29,488
KERALA,TRIVANDRUM COMMR.,2003,10,17,442
KERALA,TRIVANDRUM RURAL,2003,37,28,309
KERALA,WAYANADU,2003,21,20,190
KERALA,TOTAL,2003,435,394,4891
MADHYA PRADESH,ANUPPUR,2003,10,10,46
MADHYA PRADESH,ASHOK NAGAR,2003,24,33,101
MADHYA PRADESH,BALAGHAT,2003,55,61,164
MADHYA PRADESH,BARWANI,2003,45,38,121
MADHYA PRADESH,BETUL,2003,65,137,190
MADHYA PRADESH,BHIND,2003,61,25,250
MADHYA PRADESH,BHOPAL,2003,54,93,1640
MADHYA PRADESH,BHOPAL RLY.,2003,5,3,1086
MADHYA PRADESH,BURHANPUR,2003,6,7,37
MADHYA PRADESH,CHHATARPUR,2003,55,56,135
MADHYA PRADESH,CHHINDWARA,2003,45,82,181
MADHYA PRADESH,DAMOH,2003,47,49,114
MADHYA PRADESH,DATIYA,2003,55,30,132
MADHYA PRADESH,DEWAS,2003,57,88,999
MADHYA PRADESH,DHAR,2003,87,82,515
MADHYA PRADESH,DINDORI,2003,14,37,44
MADHYA PRADESH,GUNA,2003,37,83,254
MADHYA PRADESH,GWALIOR,2003,91,72,967
MADHYA PRADESH,HARDA,2003,13,25,83
MADHYA PRADESH,HOSHANGABAD,2003,49,70,357
MADHYA PRADESH,INDORE,2003,93,77,2856
MADHYA PRADESH,INDORE RLY.,2003,4,0,111
MADHYA PRADESH,JABALPUR,2003,92,103,1151
MADHYA PRADESH,JABALPUR RLY.,2003,1,0,223
MADHYA PRADESH,JHABUA,2003,119,36,214
MADHYA PRADESH,KATNI,2003,35,37,225
MADHYA PRADESH,KHANDWA,2003,31,53,222
MADHYA PRADESH,KHARGON,2003,37,50,646
MADHYA PRADESH,MANDLA,2003,37,39,113
MADHYA PRADESH,MANDSAUR,2003,30,45,413
MADHYA PRADESH,MORENA,2003,57,40,458
MADHYA PRADESH,NARSINGHPUR,2003,44,40,127
MADHYA PRADESH,NEEMUCH,2003,13,31,313
MADHYA PRADESH,PANNA,2003,36,32,122
MADHYA PRADESH,RAISEN,2003,35,75,208
MADHYA PRADESH,RAJGARH,2003,31,88,328
MADHYA PRADESH,RATLAM,2003,45,62,443
MADHYA PRADESH,REWA,2003,57,41,393
MADHYA PRADESH,SAGAR,2003,59,121,521
MADHYA PRADESH,SATNA,2003,61,59,362
MADHYA PRADESH,SEONI,2003,27,54,93
MADHYA PRADESH,SHAHDOL,2003,60,68,301
MADHYA PRADESH,SHAJAPUR,2003,31,71,535
MADHYA PRADESH,SHEOPUR,2003,15,19,96
MADHYA PRADESH,SHIVPURI,2003,60,69,210
MADHYA PRADESH,SIDHI,2003,44,38,303
MADHYA PRADESH,SIHORE,2003,32,86,336
MADHYA PRADESH,TIKAMGARH,2003,40,50,154
MADHYA PRADESH,UJJAIN,2003,58,59,1174
MADHYA PRADESH,UMARIYA,2003,27,20,69
MADHYA PRADESH,VIDISHA,2003,41,94,286
MADHYA PRADESH,TOTAL,2003,2227,2738,20422
MAHARASHTRA,AHMEDNAGAR,2003,101,44,786
MAHARASHTRA,AKOLA,2003,48,29,727
MAHARASHTRA,AMRAVATI COMMR.,2003,31,26,948
MAHARASHTRA,AMRAVATI RURAL,2003,53,47,902
MAHARASHTRA,AURANGABAD COMMR.,2003,28,8,506
MAHARASHTRA,AURANGABAD RURAL,2003,60,14,281
MAHARASHTRA,BEED,2003,72,25,599
MAHARASHTRA,BHANDARA,2003,30,41,361
MAHARASHTRA,BULDHANA,2003,53,39,723
MAHARASHTRA,CHANDRAPUR,2003,41,36,574
MAHARASHTRA,DHULE,2003,32,7,219
MAHARASHTRA,GADCHIROLI,2003,58,30,131
MAHARASHTRA,GONDIA,2003,41,25,300
MAHARASHTRA,HINGOLI,2003,28,14,142
MAHARASHTRA,JALGAON,2003,82,38,475
MAHARASHTRA,JALNA,2003,53,8,309
MAHARASHTRA,KOLHAPUR,2003,66,15,508
MAHARASHTRA,LATUR,2003,56,21,291
MAHARASHTRA,MUMBAI,2003,242,133,9793
MAHARASHTRA,MUMBAI RLY.,2003,9,4,1589
MAHARASHTRA,NAGPUR COMMR.,2003,104,26,2022
MAHARASHTRA,NAGPUR RLY.,2003,8,1,940
MAHARASHTRA,NAGPUR RURAL,2003,73,52,860
MAHARASHTRA,NANDED,2003,71,33,518
MAHARASHTRA,NANDURBAR,2003,43,10,134
MAHARASHTRA,NASIK COMMR.,2003,27,11,705
MAHARASHTRA,NASIK RURAL,2003,110,54,447
MAHARASHTRA,NAVI MUMBAI,2003,50,16,782
MAHARASHTRA,OSMANABAD,2003,38,12,329
MAHARASHTRA,PARBHANI,2003,52,13,205
MAHARASHTRA,PUNE COMMR.,2003,110,40,2740
MAHARASHTRA,PUNE RLY.,2003,0,3,192
MAHARASHTRA,PUNE RURAL,2003,127,29,661
MAHARASHTRA,RAIGAD,2003,50,25,274
MAHARASHTRA,RATNAGIRI,2003,20,16,178
MAHARASHTRA,SANGLI,2003,78,47,498
MAHARASHTRA,SATARA,2003,61,17,506
MAHARASHTRA,SINDHUDURG,2003,14,8,93
MAHARASHTRA,SOLAPUR COMMR.,2003,22,15,351
MAHARASHTRA,SOLAPUR RURAL,2003,112,44,367
MAHARASHTRA,THANE COMMR.,2003,111,51,1872
MAHARASHTRA,THANE RURAL,2003,149,51,537
MAHARASHTRA,WARDHA,2003,48,25,655
MAHARASHTRA,WASHIM,2003,27,15,323
MAHARASHTRA,YAVATMAL,2003,83,50,745
MAHARASHTRA,TOTAL,2003,2772,1268,37098
MANIPUR,BISHNUPUR,2003,22,2,11
MANIPUR,CHANDEL,2003,17,0,5
MANIPUR,CHURACHANDPUR,2003,14,0,16
MANIPUR,IMPHAL(EAST),2003,25,3,44
MANIPUR,IMPHAL(WEST),2003,28,5,131
MANIPUR,SENAPATI,2003,17,0,3
MANIPUR,TAMENGLONG,2003,3,0,5
MANIPUR,THOUBAL,2003,22,8,33
MANIPUR,UKHRUL,2003,2,0,4
MANIPUR,TOTAL,2003,150,18,252
MEGHALAYA,GARO HILLS EAST,2003,14,1,20
MEGHALAYA,GARO HILLS SOUTH,2003,7,3,7
MEGHALAYA,GARO HILLS WEST,2003,24,6,24
MEGHALAYA,JAINTIA HILLS,2003,52,11,41
MEGHALAYA,KHASI HILLS EAST,2003,45,10,211
MEGHALAYA,KHASI HILLS WEST,2003,17,6,18
MEGHALAYA,RI-BHOI,2003,16,3,39
MEGHALAYA,TOTAL,2003,175,40,360
MIZORAM,AIZAWL,2003,14,24,709
MIZORAM,CHAMPHAI,2003,6,10,67
MIZORAM,KOLASIB,2003,5,5,77
MIZORAM,LAWNGTLAI,2003,6,1,50
MIZORAM,LUNGLEI,2003,6,6,205
MIZORAM,MAMIT,2003,2,1,34
MIZORAM,SAIHA,2003,6,4,101
MIZORAM,SERCHHIP,2003,1,3,60
MIZORAM,TOTAL,2003,46,54,1303
NAGALAND,DIMAPUR,2003,15,2,74
NAGALAND,KIPHIRE,2003,1,1,2
NAGALAND,KOHIMA,2003,28,5,53
NAGALAND,MOKOKCHUNG,2003,8,1,9
NAGALAND,MON,2003,7,2,21
NAGALAND,PEREN,2003,4,1,5
NAGALAND,PHEK,2003,8,2,3
NAGALAND,TUENSANG,2003,9,0,11
NAGALAND,WOKHA,2003,5,0,40
NAGALAND,ZUNHEBOTO,2003,6,0,3
NAGALAND,TOTAL,2003,91,14,221
ODISHA,ANGUL,2003,42,20,167
ODISHA,BALASORE,2003,45,49,186
ODISHA,BARAGARH,2003,27,30,124
ODISHA,BERHAMPUR,2003,13,12,120
ODISHA,BHADRAK,2003,17,25,82
ODISHA,BOLANGIR,2003,24,25,123
ODISHA,BOUDH,2003,14,11,40
ODISHA,CUTTACK,2003,47,32,576
ODISHA,DEOGARH,2003,12,5,26
ODISHA,DHENKANAL,2003,34,9,65
ODISHA,GAJAPATI,2003,9,4,25
ODISHA,GANJAM,2003,54,17,157
ODISHA,JAGATSINGHPUR,2003,22,13,139
ODISHA,JAJPUR,2003,23,17,173
ODISHA,JHARSUGUDA,2003,22,15,81
ODISHA,KALAHANDI,2003,14,18,82
ODISHA,KANDHAMAL,2003,25,35,78
ODISHA,KENDRAPARA,2003,26,10,83
ODISHA,KEONJHAR,2003,76,37,157
ODISHA,KHURDA,2003,65,57,1016
ODISHA,KORAPUT,2003,41,38,162
ODISHA,MALKANGIR,2003,31,17,47
ODISHA,MAYURBHANJ,2003,79,70,173
ODISHA,NAYAGARH,2003,28,15,93
ODISHA,NOWRANGPUR,2003,17,26,67
ODISHA,NUAPADA,2003,10,6,41
ODISHA,PURI,2003,49,39,211
ODISHA,RAYAGADA,2003,27,14,67
ODISHA,ROURKELA,2003,23,10,181
ODISHA,SAMBALPUR,2003,29,22,220
ODISHA,SONEPUR,2003,9,4,45
ODISHA,SRP(CUTTACK),2003,3,1,335
ODISHA,SRP(ROURKELA),2003,4,1,86
ODISHA,SUNDARGARH,2003,83,21,131
ODISHA,TOTAL,2003,1044,725,5359
PUNJAB,AMRITSAR,2003,49,11,161
PUNJAB,BARNALA,2003,16,15,48
PUNJAB,BATALA,2003,34,13,60
PUNJAB,BHATINDA,2003,51,15,147
PUNJAB,FARIDKOT,2003,12,10,55
PUNJAB,FATEHGARH SAHIB,2003,11,9,30
PUNJAB,FEROZEPUR,2003,51,30,250
PUNJAB,G.R.P,2003,10,1,26
PUNJAB,GURDASPUR,2003,23,15,30
PUNJAB,HOSHIARPUR,2003,38,30,107
PUNJAB,JAGRAON,2003,23,12,45
PUNJAB,JALANDHAR,2003,55,33,380
PUNJAB,KAPURTHALA,2003,22,11,64
PUNJAB,KHANNA,2003,18,7,52
PUNJAB,LUDHIANA,2003,64,38,756
PUNJAB,MAJITHA,2003,42,12,57
PUNJAB,MANSA,2003,17,11,53
PUNJAB,MOGA,2003,27,9,102
PUNJAB,MUKTSAR,2003,15,9,37
PUNJAB,NAWAN SHAHR,2003,15,14,85
PUNJAB,PATIALA,2003,49,33,325
PUNJAB,ROPAR,2003,24,10,122
PUNJAB,SANGRUR,2003,33,19,154
PUNJAB,TARN TARAN,2003,32,13,52
PUNJAB,TOTAL,2003,731,380,3198
RAJASTHAN,AJMER,2003,47,36,736
RAJASTHAN,ALWAR,2003,80,50,1121
RAJASTHAN,BANSWARA,2003,35,53,128
RAJASTHAN,BARAN,2003,25,50,398
RAJASTHAN,BARMER,2003,16,16,196
