STATE/UT,DISTRICT,YEAR,KIDNAPPING & ABDUCTION
KARNATAKA,KOLAR,2007,35
KARNATAKA,KOLAR,2008,15
KARNATAKA,KOLAR,2009,15
KARNATAKA,KOLAR,2010,18
KARNATAKA,KOLAR,2011,18
KARNATAKA,KOLAR,2012,20
MIZORAM,KOLASIB,2001,0
MIZORAM,KOLASIB,2002,1
MIZORAM,KOLASIB,2003,2
MIZORAM,KOLASIB,2004,1
MIZORAM,KOLASIB,2005,0
MIZORAM,KOLASIB,2006,2
MIZORAM,KOLASIB,2007,1
MIZORAM,KOLASIB,2008,4
MIZORAM,KOLASIB,2009,0
MIZORAM,KOLASIB,2010,2
MIZORAM,KOLASIB,2011,2
MIZORAM,KOLASIB,2012,1
MAHARASHTRA,KOLHAPUR,2001,21
MAHARASHTRA,KOLHAPUR,2002,15
MAHARASHTRA,KOLHAPUR,2003,18
MAHARASHTRA,KOLHAPUR,2004,20
MAHARASHTRA,KOLHAPUR,2005,25
MAHARASHTRA,KOLHAPUR,2006,29
MAHARASHTRA,KOLHAPUR,2007,16
MAHARASHTRA,KOLHAPUR,2008,30
MAHARASHTRA,KOLHAPUR,2009,22
MAHARASHTRA,KOLHAPUR,2010,22
MAHARASHTRA,KOLHAPUR,2011,38
MAHARASHTRA,KOLHAPUR,2012,45
WEST BENGAL,KOLKATA,2001,121
WEST BENGAL,KOLKATA,2002,107
WEST BENGAL,KOLKATA,2003,108
WEST BENGAL,KOLKATA,2004,119
WEST BENGAL,KOLKATA,2005,82
WEST BENGAL,KOLKATA,2006,94
WEST BENGAL,KOLKATA,2007,114
WEST BENGAL,KOLKATA,2008,116
WEST BENGAL,KOLKATA,2009,129
WEST BENGAL,KOLKATA,2010,125
WEST BENGAL,KOLKATA,2011,148
WEST BENGAL,KOLKATA,2012,271
KERALA,KOLLAM,2001,16
KERALA,KOLLAM,2002,20
KERALA,KOLLAM,2003,24
KERALA,KOLLAM,2004,20
KERALA,KOLLAM,2005,21
KERALA,KOLLAM,2006,35
KERALA,KOLLAM,2007,22
KERALA,KOLLAM,2008,23
KERALA,KOLLAM,2009,21
KERALA,KOLLAM,2010,36
KERALA,KOLLAM COMMR.,2011,21
KERALA,KOLLAM COMMR.,2012,21
KERALA,KOLLAM RURAL,2011,13
KERALA,KOLLAM RURAL,2012,14
CHHATTISGARH,KONDAGAON,2012,7
KARNATAKA,KOPPAL,2001,12
KARNATAKA,KOPPAL,2002,26
KARNATAKA,KOPPAL,2003,5
KARNATAKA,KOPPAL,2004,4
KARNATAKA,KOPPAL,2005,8
KARNATAKA,KOPPAL,2006,7
KARNATAKA,KOPPAL,2007,5
KARNATAKA,KOPPAL,2008,12
KARNATAKA,KOPPAL,2009,13
KARNATAKA,KOPPAL,2010,21
KARNATAKA,KOPPAL,2011,21
KARNATAKA,KOPPAL,2012,27
ODISHA,KORAPUT,2001,13
ODISHA,KORAPUT,2002,9
ODISHA,KORAPUT,2003,23
ODISHA,KORAPUT,2004,20
ODISHA,KORAPUT,2005,27
ODISHA,KORAPUT,2006,37
ODISHA,KORAPUT,2007,32
ODISHA,KORAPUT,2008,28
ODISHA,KORAPUT,2009,31
ODISHA,KORAPUT,2010,23
ODISHA,KORAPUT,2011,40
ODISHA,KORAPUT,2012,36
CHHATTISGARH,KORBA,2001,13
CHHATTISGARH,KORBA,2002,4
CHHATTISGARH,KORBA,2003,7
CHHATTISGARH,KORBA,2004,6
CHHATTISGARH,KORBA,2005,3
CHHATTISGARH,KORBA,2006,5
CHHATTISGARH,KORBA,2007,5
CHHATTISGARH,KORBA,2008,12
CHHATTISGARH,KORBA,2009,6
CHHATTISGARH,KORBA,2010,7
CHHATTISGARH,KORBA,2011,5
CHHATTISGARH,KORBA,2012,16
CHHATTISGARH,KORIYA,2001,7
CHHATTISGARH,KORIYA,2002,7
CHHATTISGARH,KORIYA,2003,4
CHHATTISGARH,KORIYA,2004,4
CHHATTISGARH,KORIYA,2005,5
CHHATTISGARH,KORIYA,2006,7
CHHATTISGARH,KORIYA,2007,8
CHHATTISGARH,KORIYA,2008,5
CHHATTISGARH,KORIYA,2009,8
CHHATTISGARH,KORIYA,2010,21
CHHATTISGARH,KORIYA,2011,16
CHHATTISGARH,KORIYA,2012,13
RAJASTHAN,KOTA,2001,146
RAJASTHAN,KOTA,2002,160
RAJASTHAN,KOTA,2003,134
RAJASTHAN,KOTA,2004,137
RAJASTHAN,KOTA,2005,109
RAJASTHAN,KOTA CITY,2006,85
RAJASTHAN,KOTA CITY,2007,84
RAJASTHAN,KOTA CITY,2008,66
RAJASTHAN,KOTA CITY,2009,87
RAJASTHAN,KOTA CITY,2010,80
RAJASTHAN,KOTA CITY,2011,91
RAJASTHAN,KOTA CITY,2012,82
RAJASTHAN,KOTA RURAL,2006,27
RAJASTHAN,KOTA RURAL,2007,33
RAJASTHAN,KOTA RURAL,2008,30
RAJASTHAN,KOTA RURAL,2009,39
RAJASTHAN,KOTA RURAL,2010,41
RAJASTHAN,KOTA RURAL,2011,59
RAJASTHAN,KOTA RURAL,2012,49
KERALA,KOTTAYAM,2001,18
KERALA,KOTTAYAM,2002,15
KERALA,KOTTAYAM,2003,15
KERALA,KOTTAYAM,2004,13
KERALA,KOTTAYAM,2005,17
KERALA,KOTTAYAM,2006,22
KERALA,KOTTAYAM,2007,20
KERALA,KOTTAYAM,2008,16
KERALA,KOTTAYAM,2009,14
KERALA,KOTTAYAM,2010,11
KERALA,KOTTAYAM,2011,24
KERALA,KOTTAYAM,2012,19
KERALA,KOZHIKODE,2001,12
KERALA,KOZHIKODE,2002,5
KERALA,KOZHIKODE COMMR.,2003,7
KERALA,KOZHIKODE COMMR.,2004,15
KERALA,KOZHIKODE COMMR.,2005,12
KERALA,KOZHIKODE COMMR.,2006,12
KERALA,KOZHIKODE COMMR.,2007,11
KERALA,KOZHIKODE COMMR.,2008,12
KERALA,KOZHIKODE COMMR.,2009,8
KERALA,KOZHIKODE COMMR.,2010,11
KERALA,KOZHIKODE COMMR.,2011,11
KERALA,KOZHIKODE COMMR.,2012,5
KERALA,KOZHIKODE RURAL,2003,6
KERALA,KOZHIKODE RURAL,2004,10
KERALA,KOZHIKODE RURAL,2005,11
KERALA,KOZHIKODE RURAL,2006,11
KERALA,KOZHIKODE RURAL,2007,14
KERALA,KOZHIKODE RURAL,2008,7
KERALA,KOZHIKODE RURAL,2009,28
KERALA,KOZHIKODE RURAL,2010,17
KERALA,KOZHIKODE RURAL,2011,21
KERALA,KOZHIKODE RURAL,2012,16
ANDHRA PRADESH,KRISHNA,2001,36
ANDHRA PRADESH,KRISHNA,2002,26
ANDHRA PRADESH,KRISHNA,2003,55
ANDHRA PRADESH,KRISHNA,2004,28
ANDHRA PRADESH,KRISHNA,2005,45
ANDHRA PRADESH,KRISHNA,2006,54
ANDHRA PRADESH,KRISHNA,2007,57
ANDHRA PRADESH,KRISHNA,2008,69
ANDHRA PRADESH,KRISHNA,2009,49
ANDHRA PRADESH,KRISHNA,2010,75
ANDHRA PRADESH,KRISHNA,2011,89
ANDHRA PRADESH,KRISHNA,2012,67
TAMIL NADU,KRISHNAGIRI,2004,27
TAMIL NADU,KRISHNAGIRI,2005,30
TAMIL NADU,KRISHNAGIRI,2006,29
TAMIL NADU,KRISHNAGIRI,2007,38
TAMIL NADU,KRISHNAGIRI,2008,44
TAMIL NADU,KRISHNAGIRI,2009,36
TAMIL NADU,KRISHNAGIRI,2010,64
TAMIL NADU,KRISHNAGIRI,2011,64
TAMIL NADU,KRISHNAGIRI,2012,45
JAMMU & KASHMIR,KULGAM,2001,35
JAMMU & KASHMIR,KULGAM,2002,45
JAMMU & KASHMIR,KULGAM,2003,50
JAMMU & KASHMIR,KULGAM,2004,42
JAMMU & KASHMIR,KULGAM,2005,43
JAMMU & KASHMIR,KULGAM,2006,47
JAMMU & KASHMIR,KULGAM,2007,46
JAMMU & KASHMIR,KULGAM,2008,45
JAMMU & KASHMIR,KULGAM,2009,52
JAMMU & KASHMIR,KULGAM,2010,45
JAMMU & KASHMIR,KULGAM,2011,46
JAMMU & KASHMIR,KULGAM,2012,70
HIMACHAL PRADESH,KULLU,2001,7
HIMACHAL PRADESH,KULLU,2002,11
HIMACHAL PRADESH,KULLU,2003,8
HIMACHAL PRADESH,KULLU,2004,13
HIMACHAL PRADESH,KULLU,2005,24
HIMACHAL PRADESH,KULLU,2006,9
HIMACHAL PRADESH,KULLU,2007,12
HIMACHAL PRADESH,KULLU,2008,19
HIMACHAL PRADESH,KULLU,2009,12
HIMACHAL PRADESH,KULLU,2010,9
HIMACHAL PRADESH,KULLU,2011,13
HIMACHAL PRADESH,KULLU,2012,7
JAMMU & KASHMIR,KUPWARA,2001,47
JAMMU & KASHMIR,KUPWARA,2002,28
JAMMU & KASHMIR,KUPWARA,2003,35
JAMMU & KASHMIR,KUPWARA,2004,46
JAMMU & KASHMIR,KUPWARA,2005,40
JAMMU & KASHMIR,KUPWARA,2006,31
JAMMU & KASHMIR,KUPWARA,2007,38
JAMMU & KASHMIR,KUPWARA,2008,22
JAMMU & KASHMIR,KUPWARA,2009,24
JAMMU & KASHMIR,KUPWARA,2010,33
JAMMU & KASHMIR,KUPWARA,2011,46
JAMMU & KASHMIR,KUPWARA,2012,50
ANDHRA PRADESH,KURNOOL,2001,47
ANDHRA PRADESH,KURNOOL,2002,54
ANDHRA PRADESH,KURNOOL,2003,35
ANDHRA PRADESH,KURNOOL,2004,46
ANDHRA PRADESH,KURNOOL,2005,42
ANDHRA PRADESH,KURNOOL,2006,85
ANDHRA PRADESH,KURNOOL,2007,85
ANDHRA PRADESH,KURNOOL,2008,89
ANDHRA PRADESH,KURNOOL,2009,83
ANDHRA PRADESH,KURNOOL,2010,85
ANDHRA PRADESH,KURNOOL,2011,76
ANDHRA PRADESH,KURNOOL,2012,58
HARYANA,KURUKSHETRA,2001,14
HARYANA,KURUKSHETRA,2002,18
HARYANA,KURUKSHETRA,2003,11
HARYANA,KURUKSHETRA,2004,11
HARYANA,KURUKSHETRA,2005,15
HARYANA,KURUKSHETRA,2006,24
HARYANA,KURUKSHETRA,2007,18
HARYANA,KURUKSHETRA,2008,30
HARYANA,KURUKSHETRA,2009,57
HARYANA,KURUKSHETRA,2010,34
HARYANA,KURUKSHETRA,2011,34
HARYANA,KURUKSHETRA,2012,37
UTTAR PRADESH,KUSHI NAGAR,2001,34
UTTAR PRADESH,KUSHI NAGAR,2002,24
UTTAR PRADESH,KUSHI NAGAR,2003,18
UTTAR PRADESH,KUSHI NAGAR,2004,28
UTTAR PRADESH,KUSHI NAGAR,2005,22
UTTAR PRADESH,KUSHI NAGAR,2006,20
UTTAR PRADESH,KUSHI NAGAR,2007,29
UTTAR PRADESH,KUSHI NAGAR,2008,15
UTTAR PRADESH,KUSHI NAGAR,2009,20
UTTAR PRADESH,KUSHI NAGAR,2010,27
UTTAR PRADESH,KUSHI NAGAR,2011,76
UTTAR PRADESH,KUSHI NAGAR,2012,98
GUJARAT,KUTCH,2001,24
GUJARAT,KUTCH,2002,40
GUJARAT,KUTCH,2003,25
GUJARAT,KUTCH,2004,37
GUJARAT,KUTCH,2005,45
GUJARAT,KUTCH,2006,52
GUJARAT,KUTCH,2007,36
GUJARAT,KUTCH,2008,44
GUJARAT,KUTCH,2009,39
GUJARAT,KUTCH,2010,36
GUJARAT,KUTCH (EAST(G)),2011,24
GUJARAT,KUTCH (EAST(G)),2012,25
GUJARAT,KUTCH (WEST-BHUJ),2011,15
GUJARAT,KUTCH (WEST-BHUJ),2012,18
HIMACHAL PRADESH,LAHAUL-SPITI,2001,1
HIMACHAL PRADESH,LAHAUL-SPITI,2002,0
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0
HIMACHAL PRADESH,LAHAUL-SPITI,2004,0
HIMACHAL PRADESH,LAHAUL-SPITI,2005,1
HIMACHAL PRADESH,LAHAUL-SPITI,2006,1
HIMACHAL PRADESH,LAHAUL-SPITI,2007,1
HIMACHAL PRADESH,LAHAUL-SPITI,2008,0
HIMACHAL PRADESH,LAHAUL-SPITI,2009,0
HIMACHAL PRADESH,LAHAUL-SPITI,2010,0
HIMACHAL PRADESH,LAHAUL-SPITI,2011,0
HIMACHAL PRADESH,LAHAUL-SPITI,2012,0
ASSAM,LAKHIMPUR,2001,72
ASSAM,LAKHIMPUR,2002,84
ASSAM,LAKHIMPUR,2003,80
ASSAM,LAKHIMPUR,2004,97
ASSAM,LAKHIMPUR,2005,112
ASSAM,LAKHIMPUR,2006,96
ASSAM,LAKHIMPUR,2007,84
ASSAM,LAKHIMPUR,2008,91
ASSAM,LAKHIMPUR,2009,123
ASSAM,LAKHIMPUR,2010,128
ASSAM,LAKHIMPUR,2011,143
ASSAM,LAKHIMPUR,2012,128
BIHAR,LAKHISARAI,2001,30
BIHAR,LAKHISARAI,2002,34
BIHAR,LAKHISARAI,2003,39
BIHAR,LAKHISARAI,2004,50
BIHAR,LAKHISARAI,2005,38
BIHAR,LAKHISARAI,2006,30
BIHAR,LAKHISARAI,2007,36
BIHAR,LAKHISARAI,2008,34
BIHAR,LAKHISARAI,2009,39
BIHAR,LAKHISARAI,2010,40
BIHAR,LAKHISARAI,2011,51
BIHAR,LAKHISARAI,2012,39
LAKSHADWEEP,LAKSHADWEEP,2001,0
LAKSHADWEEP,LAKSHADWEEP,2002,0
LAKSHADWEEP,LAKSHADWEEP,2003,0
LAKSHADWEEP,LAKSHADWEEP,2004,0
LAKSHADWEEP,LAKSHADWEEP,2005,0
LAKSHADWEEP,LAKSHADWEEP,2006,0
LAKSHADWEEP,LAKSHADWEEP,2007,0
LAKSHADWEEP,LAKSHADWEEP,2008,1
LAKSHADWEEP,LAKSHADWEEP,2009,0
LAKSHADWEEP,LAKSHADWEEP,2010,0
LAKSHADWEEP,LAKSHADWEEP,2011,0
LAKSHADWEEP,LAKSHADWEEP,2012,0
UTTAR PRADESH,LALITPUR,2001,5
UTTAR PRADESH,LALITPUR,2002,2
UTTAR PRADESH,LALITPUR,2003,5
UTTAR PRADESH,LALITPUR,2004,4
UTTAR PRADESH,LALITPUR,2005,2
UTTAR PRADESH,LALITPUR,2006,12
UTTAR PRADESH,LALITPUR,2007,13
UTTAR PRADESH,LALITPUR,2008,12
UTTAR PRADESH,LALITPUR,2009,12
UTTAR PRADESH,LALITPUR,2010,12
UTTAR PRADESH,LALITPUR,2011,37
UTTAR PRADESH,LALITPUR,2012,25
JHARKHAND,LATEHAR,2001,4
JHARKHAND,LATEHAR,2002,8
JHARKHAND,LATEHAR,2003,1
JHARKHAND,LATEHAR,2004,8
JHARKHAND,LATEHAR,2005,6
JHARKHAND,LATEHAR,2006,9
JHARKHAND,LATEHAR,2007,14
JHARKHAND,LATEHAR,2008,14
JHARKHAND,LATEHAR,2009,22
JHARKHAND,LATEHAR,2010,25
JHARKHAND,LATEHAR,2011,27
JHARKHAND,LATEHAR,2012,28
MAHARASHTRA,LATUR,2001,22
MAHARASHTRA,LATUR,2002,19
MAHARASHTRA,LATUR,2003,15
MAHARASHTRA,LATUR,2004,19
MAHARASHTRA,LATUR,2005,22
MAHARASHTRA,LATUR,2006,22
MAHARASHTRA,LATUR,2007,26
MAHARASHTRA,LATUR,2008,29
MAHARASHTRA,LATUR,2009,28
MAHARASHTRA,LATUR,2010,31
MAHARASHTRA,LATUR,2011,37
MAHARASHTRA,LATUR,2012,32
MIZORAM,LAWNGTLAI,2001,0
MIZORAM,LAWNGTLAI,2002,0
MIZORAM,LAWNGTLAI,2003,0
MIZORAM,LAWNGTLAI,2004,1
MIZORAM,LAWNGTLAI,2005,2
MIZORAM,LAWNGTLAI,2006,0
MIZORAM,LAWNGTLAI,2007,0
MIZORAM,LAWNGTLAI,2008,0
MIZORAM,LAWNGTLAI,2009,0
MIZORAM,LAWNGTLAI,2010,1
MIZORAM,LAWNGTLAI,2011,1
MIZORAM,LAWNGTLAI,2012,1
JAMMU & KASHMIR,LEH,2001,1
JAMMU & KASHMIR,LEH,2002,1
JAMMU & KASHMIR,LEH,2003,1
JAMMU & KASHMIR,LEH,2004,4
JAMMU & KASHMIR,LEH,2005,3
JAMMU & KASHMIR,LEH,2006,5
JAMMU & KASHMIR,LEH,2007,3
JAMMU & KASHMIR,LEH,2008,3
JAMMU & KASHMIR,LEH,2009,1
JAMMU & KASHMIR,LEH,2010,4
JAMMU & KASHMIR,LEH,2011,1
JAMMU & KASHMIR,LEH,2012,1
JHARKHAND,LOHARDAGGA,2001,14
JHARKHAND,LOHARDAGGA,2002,2
JHARKHAND,LOHARDAGGA,2003,7
JHARKHAND,LOHARDAGGA,2004,2
JHARKHAND,LOHARDAGGA,2005,18
JHARKHAND,LOHARDAGGA,2006,13
JHARKHAND,LOHARDAGGA,2007,21
JHARKHAND,LOHARDAGGA,2008,18
JHARKHAND,LOHARDAGGA,2009,10
JHARKHAND,LOHARDAGGA,2010,24
JHARKHAND,LOHARDAGGA,2011,26
JHARKHAND,LOHARDAGGA,2012,22
ARUNACHAL PRADESH,LOHIT,2001,6
ARUNACHAL PRADESH,LOHIT,2002,5
ARUNACHAL PRADESH,LOHIT,2003,15
ARUNACHAL PRADESH,LOHIT,2004,7
ARUNACHAL PRADESH,LOHIT,2005,7
ARUNACHAL PRADESH,LOHIT,2006,10
ARUNACHAL PRADESH,LOHIT,2007,12
ARUNACHAL PRADESH,LOHIT,2008,1
ARUNACHAL PRADESH,LOHIT,2009,6
ARUNACHAL PRADESH,LOHIT,2010,5
ARUNACHAL PRADESH,LOHIT,2011,10
ARUNACHAL PRADESH,LOHIT,2012,12
NAGALAND,LONGLENG,2007,1
NAGALAND,LONGLENG,2008,0
NAGALAND,LONGLENG,2009,0
NAGALAND,LONGLENG,2010,0
NAGALAND,LONGLENG,2011,1
NAGALAND,LONGLENG,2012,0
UTTAR PRADESH,LUCKNOW,2001,175
UTTAR PRADESH,LUCKNOW,2002,195
UTTAR PRADESH,LUCKNOW,2003,118
UTTAR PRADESH,LUCKNOW,2004,164
UTTAR PRADESH,LUCKNOW,2005,150
UTTAR PRADESH,LUCKNOW,2006,205
UTTAR PRADESH,LUCKNOW,2007,260
UTTAR PRADESH,LUCKNOW,2008,389
UTTAR PRADESH,LUCKNOW,2009,323
UTTAR PRADESH,LUCKNOW,2010,328
UTTAR PRADESH,LUCKNOW,2011,292
UTTAR PRADESH,LUCKNOW,2012,315
PUNJAB,LUDHIANA,2001,88
PUNJAB,LUDHIANA,2002,125
PUNJAB,LUDHIANA,2003,85
PUNJAB,LUDHIANA,2004,70
PUNJAB,LUDHIANA,2005,52
PUNJAB,LUDHIANA,2006,100
PUNJAB,LUDHIANA,2007,120
PUNJAB,LUDHIANA,2008,115
PUNJAB,LUDHIANA,2009,95
PUNJAB,LUDHIANA,2011,15
PUNJAB,LUDHIANA RURAL,2008,21
PUNJAB,LUDHIANA RURAL,2009,26
PUNJAB,LUDHIANA RURAL,2010,11
PUNJAB,LUDHIANA RURAL,2012,32
MIZORAM,LUNGLEI,2001,0
MIZORAM,LUNGLEI,2002,0
MIZORAM,LUNGLEI,2003,0
MIZORAM,LUNGLEI,2004,2
MIZORAM,LUNGLEI,2005,2
MIZORAM,LUNGLEI,2006,0
MIZORAM,LUNGLEI,2007,0
MIZORAM,LUNGLEI,2008,2
MIZORAM,LUNGLEI,2009,1
MIZORAM,LUNGLEI,2010,0
MIZORAM,LUNGLEI,2011,2
MIZORAM,LUNGLEI,2012,1
BIHAR,MADHEPURA,2001,49
BIHAR,MADHEPURA,2002,32
BIHAR,MADHEPURA,2003,24
BIHAR,MADHEPURA,2004,23
BIHAR,MADHEPURA,2005,13
BIHAR,MADHEPURA,2006,16
BIHAR,MADHEPURA,2007,36
BIHAR,MADHEPURA,2008,45
BIHAR,MADHEPURA,2009,50
BIHAR,MADHEPURA,2010,61
BIHAR,MADHEPURA,2011,78
BIHAR,MADHEPURA,2012,77
BIHAR,MADHUBANI,2001,36
BIHAR,MADHUBANI,2002,50
BIHAR,MADHUBANI,2003,62
BIHAR,MADHUBANI,2004,69
BIHAR,MADHUBANI,2005,66
BIHAR,MADHUBANI,2006,76
BIHAR,MADHUBANI,2007,71
BIHAR,MADHUBANI,2008,51
BIHAR,MADHUBANI,2009,81
BIHAR,MADHUBANI,2010,141
BIHAR,MADHUBANI,2011,182
BIHAR,MADHUBANI,2012,191
TAMIL NADU,MADURAI RURAL,2001,30
TAMIL NADU,MADURAI RURAL,2002,32
TAMIL NADU,MADURAI RURAL,2003,31
TAMIL NADU,MADURAI RURAL,2004,29
TAMIL NADU,MADURAI RURAL,2005,36
TAMIL NADU,MADURAI RURAL,2006,60
TAMIL NADU,MADURAI RURAL,2007,36
TAMIL NADU,MADURAI RURAL,2008,32
TAMIL NADU,MADURAI RURAL,2009,49
TAMIL NADU,MADURAI RURAL,2010,58
TAMIL NADU,MADURAI RURAL,2011,94
TAMIL NADU,MADURAI RURAL,2012,83
TAMIL NADU,MADURAI URBAN,2001,26
TAMIL NADU,MADURAI URBAN,2002,26
TAMIL NADU,MADURAI URBAN,2003,24
TAMIL NADU,MADURAI URBAN,2004,27
TAMIL NADU,MADURAI URBAN,2005,20
TAMIL NADU,MADURAI URBAN,2006,19
TAMIL NADU,MADURAI URBAN,2007,23
TAMIL NADU,MADURAI URBAN,2008,24
TAMIL NADU,MADURAI URBAN,2009,25
TAMIL NADU,MADURAI URBAN,2010,15
TAMIL NADU,MADURAI URBAN,2011,25
TAMIL NADU,MADURAI URBAN,2012,65
ANDHRA PRADESH,MAHABOOBNAGAR,2001,42
ANDHRA PRADESH,MAHABOOBNAGAR,2002,57
ANDHRA PRADESH,MAHABOOBNAGAR,2003,46
ANDHRA PRADESH,MAHABOOBNAGAR,2004,63
ANDHRA PRADESH,MAHABOOBNAGAR,2005,59
ANDHRA PRADESH,MAHABOOBNAGAR,2006,73
ANDHRA PRADESH,MAHABOOBNAGAR,2007,86
ANDHRA PRADESH,MAHABOOBNAGAR,2008,104
ANDHRA PRADESH,MAHABOOBNAGAR,2009,103
ANDHRA PRADESH,MAHABOOBNAGAR,2010,87
ANDHRA PRADESH,MAHABOOBNAGAR,2011,74
ANDHRA PRADESH,MAHABOOBNAGAR,2012,76
UTTAR PRADESH,MAHARAJGANJ,2001,19
UTTAR PRADESH,MAHARAJGANJ,2002,10
UTTAR PRADESH,MAHARAJGANJ,2003,13
UTTAR PRADESH,MAHARAJGANJ,2004,11
UTTAR PRADESH,MAHARAJGANJ,2005,15
UTTAR PRADESH,MAHARAJGANJ,2006,22
UTTAR PRADESH,MAHARAJGANJ,2007,25
UTTAR PRADESH,MAHARAJGANJ,2008,26
UTTAR PRADESH,MAHARAJGANJ,2009,28
UTTAR PRADESH,MAHARAJGANJ,2010,45
UTTAR PRADESH,MAHARAJGANJ,2011,43
UTTAR PRADESH,MAHARAJGANJ,2012,95
CHHATTISGARH,MAHASAMUND,2001,7
CHHATTISGARH,MAHASAMUND,2002,5
CHHATTISGARH,MAHASAMUND,2003,3
CHHATTISGARH,MAHASAMUND,2004,3
CHHATTISGARH,MAHASAMUND,2005,7
CHHATTISGARH,MAHASAMUND,2006,3
CHHATTISGARH,MAHASAMUND,2007,4
CHHATTISGARH,MAHASAMUND,2008,8
CHHATTISGARH,MAHASAMUND,2009,6
CHHATTISGARH,MAHASAMUND,2010,7
CHHATTISGARH,MAHASAMUND,2011,37
CHHATTISGARH,MAHASAMUND,2012,38
HARYANA,MAHENDRAGARH,2001,13
HARYANA,MAHENDRAGARH,2002,19
HARYANA,MAHENDRAGARH,2003,11
HARYANA,MAHENDRAGARH,2004,13
HARYANA,MAHENDRAGARH,2005,13
HARYANA,MAHENDRAGARH,2006,26
HARYANA,MAHENDRAGARH,2007,25
HARYANA,MAHENDRAGARH,2008,26
HARYANA,MAHENDRAGARH,2009,21
HARYANA,MAHENDRAGARH,2010,40
HARYANA,MAHENDRAGARH,2011,46
HARYANA,MAHENDRAGARH,2012,25
UTTAR PRADESH,MAHOBA,2001,13
UTTAR PRADESH,MAHOBA,2002,7
UTTAR PRADESH,MAHOBA,2003,7
UTTAR PRADESH,MAHOBA,2004,9
UTTAR PRADESH,MAHOBA,2005,1
UTTAR PRADESH,MAHOBA,2006,9
UTTAR PRADESH,MAHOBA,2007,11
UTTAR PRADESH,MAHOBA,2008,26
UTTAR PRADESH,MAHOBA,2009,24
UTTAR PRADESH,MAHOBA,2010,22
UTTAR PRADESH,MAHOBA,2011,33
UTTAR PRADESH,MAHOBA,2012,48
UTTAR PRADESH,MAINPURI,2001,56
UTTAR PRADESH,MAINPURI,2002,55
UTTAR PRADESH,MAINPURI,2003,30
UTTAR PRADESH,MAINPURI,2004,49
UTTAR PRADESH,MAINPURI,2005,41
UTTAR PRADESH,MAINPURI,2006,42
UTTAR PRADESH,MAINPURI,2007,72
UTTAR PRADESH,MAINPURI,2008,88
UTTAR PRADESH,MAINPURI,2009,83
UTTAR PRADESH,MAINPURI,2010,79
UTTAR PRADESH,MAINPURI,2011,111
UTTAR PRADESH,MAINPURI,2012,139
PUNJAB,MAJITHA,2001,10
PUNJAB,MAJITHA,2002,14
PUNJAB,MAJITHA,2003,12
PUNJAB,MAJITHA,2004,16
PUNJAB,MAJITHA,2005,18
PUNJAB,MAJITHA,2006,21
KERALA,MALAPPURAM,2001,17
KERALA,MALAPPURAM,2002,11
KERALA,MALAPPURAM,2003,11
KERALA,MALAPPURAM,2004,10
KERALA,MALAPPURAM,2005,13
KERALA,MALAPPURAM,2006,10
KERALA,MALAPPURAM,2007,13
KERALA,MALAPPURAM,2008,13
KERALA,MALAPPURAM,2009,17
KERALA,MALAPPURAM,2010,21
KERALA,MALAPPURAM,2011,24
KERALA,MALAPPURAM,2012,10
WEST BENGAL,MALDA,2001,38
WEST BENGAL,MALDA,2002,39
WEST BENGAL,MALDA,2003,24
WEST BENGAL,MALDA,2004,65
WEST BENGAL,MALDA,2005,44
WEST BENGAL,MALDA,2006,48
WEST BENGAL,MALDA,2007,73
WEST BENGAL,MALDA,2008,92
WEST BENGAL,MALDA,2009,178
WEST BENGAL,MALDA,2010,189
WEST BENGAL,MALDA,2011,243
WEST BENGAL,MALDA,2012,290
ODISHA,MALKANGIR,2001,6
ODISHA,MALKANGIR,2002,6
ODISHA,MALKANGIR,2003,5
ODISHA,MALKANGIR,2004,2
ODISHA,MALKANGIR,2005,7
ODISHA,MALKANGIR,2006,8
ODISHA,MALKANGIR,2007,9
ODISHA,MALKANGIR,2008,8
ODISHA,MALKANGIR,2009,12
ODISHA,MALKANGIR,2010,10
ODISHA,MALKANGIR,2011,10
ODISHA,MALKANGIR,2012,22
MIZORAM,MAMIT,2001,0
MIZORAM,MAMIT,2002,0
MIZORAM,MAMIT,2003,0
MIZORAM,MAMIT,2004,1
MIZORAM,MAMIT,2005,2
MIZORAM,MAMIT,2006,1
MIZORAM,MAMIT,2007,0
MIZORAM,MAMIT,2008,1
MIZORAM,MAMIT,2009,1
MIZORAM,MAMIT,2010,1
MIZORAM,MAMIT,2011,0
MIZORAM,MAMIT,2012,1
HIMACHAL PRADESH,MANDI,2001,11
HIMACHAL PRADESH,MANDI,2002,9
HIMACHAL PRADESH,MANDI,2003,7
HIMACHAL PRADESH,MANDI,2004,7
HIMACHAL PRADESH,MANDI,2005,10
HIMACHAL PRADESH,MANDI,2006,12
HIMACHAL PRADESH,MANDI,2007,25
HIMACHAL PRADESH,MANDI,2008,14
HIMACHAL PRADESH,MANDI,2009,14
HIMACHAL PRADESH,MANDI,2010,19
HIMACHAL PRADESH,MANDI,2011,17
HIMACHAL PRADESH,MANDI,2012,19
MADHYA PRADESH,MANDLA,2001,9
MADHYA PRADESH,MANDLA,2002,5
MADHYA PRADESH,MANDLA,2003,2
MADHYA PRADESH,MANDLA,2004,4
